snapshot,Load,coal,CCGT,OCGT,onwind,solar,ror,battery,hydro
2018-07-15 00:00:00,9569.94356500458,6541.505370645975,1654.2727975540263,0.0,39.5808848,0.0,57.594513,0.0,1276.99
2018-07-15 01:00:00,9815.745395055395,7271.768362426986,1710.5301637730156,0.0,38.2095748,1.565696,57.281598,0.0,736.39
2018-07-15 02:00:00,10528.396616203627,7819.878231166794,1860.6341045932072,0.0,35.0911994,19.383745840000003,57.019335999999996,0.0,736.39
2018-07-15 03:00:00,10618.496717932161,7344.733965886905,1844.7012564330964,0.0,30.683547,64.25334868,57.1346,0.0,1276.99
2018-07-15 04:00:00,11300.156684699832,8405.612758631778,1954.7233915882225,0.0,32.8155772,113.67569757999999,56.939259,0.0,736.39
2018-07-15 05:00:00,11745.658250294211,8204.578420835116,1994.0318504248849,22.336777000000012,39.32810860000001,152.04350814,56.349586,0.0,1276.99
2018-07-15 06:00:00,11745.658250294211,8716.247837080735,1967.6067334821705,22.867229000000037,40.1255846,180.57807701999997,55.663575,0.0,762.569214817096
2018-07-15 07:00:00,11755.208862539115,8206.835646100488,1953.1698106595115,23.846006000000017,42.013147599999996,196.39512764,55.959125,0.0,1276.99
2018-07-15 08:00:00,11818.387755769545,8756.185701195347,1955.943917502667,28.549732999999947,46.051189199999996,200.25702372,55.767764,0.0,775.6324273819876
2018-07-15 09:00:00,11900.744611650609,8318.5723807941,1971.0798704859023,33.60311599999997,52.2193504,192.57766632,55.702229,0.0,1276.99
2018-07-15 10:00:00,11867.055097367369,8783.108198315967,1980.608348770677,29.536909999999978,56.903439000000006,172.94234773999997,55.546313999999995,0.0,788.4095401733555
2018-07-15 11:00:00,11871.549761073076,8785.464585997874,2006.5569651169656,26.524444000000017,61.5469092,143.76869544,55.699076,0.0,791.9890872451616
2018-07-15 12:00:00,11896.097202462872,8323.363677460558,2045.4845560394424,24.593863000000027,65.3642424,104.6733441,55.627519,0.0,1276.99
2018-07-15 13:00:00,11896.097202462872,8799.110614309167,2085.111978022248,19.630420000000015,70.501751,60.3675793,55.544089,0.0,805.8307703685853
2018-07-15 14:00:00,11500.339505236807,8027.237044043905,2035.176658336101,0.0,85.3123516,20.07936302,55.544089,0.0,1276.99
2018-07-15 15:00:00,11352.814410660774,8456.63803426509,2004.1853693349108,0.0,98.49855840000001,1.558362,55.544089,0.0,736.39
2018-07-15 16:00:00,11372.550734786397,7931.895766172689,2004.3370706273124,0.0,103.7654982,0.0,55.562400999999994,0.0,1276.99
2018-07-15 17:00:00,11122.94634615659,8280.227785944107,1947.0337532558933,0.0,103.7324068,0.0,55.562400999999994,0.0,736.39
2018-07-15 18:00:00,10481.093752189303,7245.221540597649,1804.8045774023512,0.0,98.515234,0.0,55.562400999999994,0.0,1276.99
2018-07-15 19:00:00,10128.163257102156,7513.8764364169065,1731.744570583094,0.0,90.48997800000001,0.0,55.662272,0.0,736.39
2018-07-15 20:00:00,9689.044113969878,7175.771846397836,1638.5044318021678,0.0,82.8052618,0.0,55.572573,0.0,736.39
2018-07-15 21:00:00,9657.785372285854,6611.059642204473,1633.4501645955293,0.0,80.64787419999999,0.0,55.637691,0.0,1276.99
2018-07-15 22:00:00,9705.470465425069,7188.4392754723885,1632.8364371276134,0.0,92.17723240000001,0.0,55.627519,0.0,736.3899999999995
2018-07-15 23:00:00,9713.457080868315,7194.583872756257,1634.635908643747,0.0,92.2096096,0.0,55.637691,0.0,736.39
