snapshot,Load,coal,CCGT,OCGT,onwind,solar,ror,battery,hydro
2018-01-15 00:00:00,14493.901759390788,8462.921438633854,1872.3080235613288,186.195111150936,2490.9330469558377,0.0,55.024784,0.0,1426.5193546980445
2018-01-15 01:00:00,14947.181651134733,8767.541365025307,1971.1164828855472,228.66270863718543,2314.6552926196855,0.0,55.138205,0.0,1610.0675948322753
2018-01-15 02:00:00,14800.964028651306,8784.27561876464,1984.5836934055933,224.44134763917984,2196.9938775002724,0.0,55.138205,0.0,1555.5312846903175
2018-01-15 03:00:00,14938.068080986744,8108.529127153791,2065.270232099944,239.776993511771,2130.143941954057,47.465068824455074,55.138205,0.0,2291.7445134559835
2018-01-15 04:00:00,14670.781027583027,7287.065195306495,1979.6341687004463,218.30813518676584,2073.213469935907,726.5654176204507,55.168347999999995,0.0,2330.826292249936
2018-01-15 05:00:00,14620.40571377703,7633.21078100391,1677.2113391171083,210.4645237189298,1957.002362645443,1810.3583575146108,55.168347999999995,0.0,1276.99
2018-01-15 06:00:00,14614.174575117708,7075.644323328311,1257.131627532388,169.0640714599093,1784.809343310884,2995.366860368509,55.168347999999995,0.0,1276.99
2018-01-15 07:00:00,14605.138473970172,6769.835560545316,861.8902168004947,113.35702622062766,1537.8514036668662,3989.952738766696,55.261528,0.0,1276.99
2018-01-15 08:00:00,14518.494512837457,6066.918557066951,708.5193030949505,71.24954054066728,1418.1639935574838,4327.773573454421,55.261528,0.0,1870.6080162855283
2018-01-15 09:00:00,14531.931730218446,6154.234896893011,680.8799437661992,34.449529327330225,1450.3883710054151,4180.4137661256145,55.168347999999995,0.0,1976.3968758824244
2018-01-15 10:00:00,14703.009593452003,7165.197579245852,782.6965622716846,33.075298651169305,1814.317847818094,3437.3355850989456,55.168347999999995,0.0,1415.2183749142566
2018-01-15 11:00:00,15330.299477012806,7747.369342279022,1238.7285048223137,105.72582632320007,2183.979857295227,2210.480666731305,55.168347999999995,0.0,1788.846931548934
2018-01-15 12:00:00,15382.614439188705,8197.874672627737,1718.3591104386703,170.36220696438372,2559.2402502399586,887.9457457874099,54.711788,0.0,1794.120662941842
2018-01-15 13:00:00,15385.796514924423,8119.349686461146,2109.375198598174,229.81960739682498,2885.5837174708117,192.40604291828566,54.711788,0.0,1794.5504721547586
2018-01-15 14:00:00,15252.23557310041,7896.155146378165,2161.6236405266986,245.64098973326165,3152.903922510024,0.0,54.711788,0.0,1741.2000868518526
2018-01-15 15:00:00,14677.107175393856,6815.506019841034,2038.50806916163,186.30049072630996,3342.245464661708,0.0,55.138205,0.0,2239.40892460932
2018-01-15 16:00:00,14138.90371899902,7249.895533651646,1968.638057111339,146.58803767028945,3420.7205100915726,0.0,55.261528,0.0,1297.8000514751548
2018-01-15 17:00:00,13371.009061289717,6611.958375130891,1891.099373579591,95.7439116896993,3440.07919659982,0.0,55.138205,0.0,1276.99
2018-01-15 18:00:00,12083.951511986354,5628.19199972558,1726.9045384430055,5.114164354862822,3391.5824594765527,0.0,55.168347999999995,0.0,1276.99
2018-01-15 19:00:00,11822.652227646187,5430.647534966469,1708.1252211730666,0.0,3351.6524298604663,0.0,55.237038,0.0,1276.99
2018-01-15 20:00:00,11792.181331080012,4710.076243731453,1732.9701979449162,0.0,3304.007592275306,0.0,55.237038,0.0,1989.8902570483265
2018-01-15 21:00:00,11821.786182688258,5477.23003496512,1754.4327184812475,3.9954472166449477,3253.9009443369887,0.0,55.237038,0.0,1276.99
2018-01-15 22:00:00,11895.94082543613,5808.803716016763,1782.9280372361845,4.516935561166434,2967.440608185887,0.0,55.261528,0.0,1276.99
2018-01-15 23:00:00,12781.766688707621,6462.522292843316,1921.38748980935,68.03010586293058,2997.668452484405,0.0,55.168347999999995,0.0,1276.99
